description	* info	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	* Laz / skill	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	* Laz / skill	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	* Laz / skill	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	* Laz / skill	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	* Laz / skill	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
cm2005	Shrine Crafting	1								2	"ct1a,set"	D9+						"usetype,crf"			100	pr133			6	6	6	pr357				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60																																																											0
cm2006	Shrine Crafting	1								2	"ct1a,uni"	D9+						"usetype,crf"			100	pr133			6	6	6	pr357				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60																																																											0
cm2007	Shrine Crafting	1								2	"ct2a,crf"	D9+						"usetype,crf"			100	pr133			6	6	6	pr357				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90																																																											0
cm2008	Shrine Crafting	1								2	"ct2a,rar"	D9+						"usetype,crf"			100	pr133			6	6	6	pr357				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90																																																											0
cm2009	Shrine Crafting	1								2	"ct2a,set"	D9+						"usetype,crf"			100	pr133			6	6	6	pr357				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90																																																											0
cm2010	Shrine Crafting	1								2	"ct2a,uni"	D9+						"usetype,crf"			100	pr133			6	6	6	pr357				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90																																																											0
cm2011	Shrine Crafting	1								2	"ct1w,crf"	D9+						"usetype,crf"			100	pr133			6	6	6	pr357				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60																																																											0
cm2012	Shrine Crafting	1								2	"ct1w,rar"	D9+						"usetype,crf"			100	pr133			6	6	6	pr357				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60																																																											0
cm2013	Shrine Crafting	1								2	"ct1w,set"	D9+						"usetype,crf"			100	pr133			6	6	6	pr357				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60																																																											0
cm2014	Shrine Crafting	1								2	"ct1w,uni"	D9+						"usetype,crf"			100	pr133			6	6	6	pr357				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60																																																											0
cm2015	Shrine Crafting	1								2	"ct2w,crf"	D9+						"usetype,crf"			100	pr133			6	6	6	pr357				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90																																																											0
cm2016	Shrine Crafting	1								2	"ct2w,rar"	D9+						"usetype,crf"			100	pr133			6	6	6	pr357				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90																																																											0
cm2017	Shrine Crafting	1								2	"ct2w,set"	D9+						"usetype,crf"			100	pr133			6	6	6	pr357				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90																																																											0
cm2018	Shrine Crafting	1								2	"ct2w,uni"	D9+						"usetype,crf"			100	pr133			6	6	6	pr357				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90																																																											0
cm2019	Shrine Crafting	1			100	16	219			3	"ct1a,noe,crf"	D0+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D1+																																																										0
cm2020	Shrine Crafting	1			100	16	219			3	"ct1a,noe,rar"	D0+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D1+																																																										0
cm2021	Shrine Crafting				100	16	219			3	"ct1a,noe,set"	D0+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D1+																																																										0
cm2022	Shrine Crafting	1			100	16	219			3	"ct1a,noe,tmp"	D0+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D1+																																																										0
cm2023	Shrine Crafting	1			100	16	219			3	"ct2a,noe,crf"	D0+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D1+																																																										0
cm2024	Shrine Crafting	1			100	16	219			3	"ct2a,noe,rar"	D0+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D1+																																																										0
cm2025	Shrine Crafting				100	16	219			3	"ct2a,noe,set"	D0+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D1+																																																										0
cm2026	Shrine Crafting	1			100	16	219			3	"ct2a,noe,tmp"	D0+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D1+																																																										0
cm2027	Shrine Crafting	1			100	16	219			3	"ct1w,noe,crf"	D0+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D1+																																																										0
cm2028	Shrine Crafting	1			100	16	219			3	"ct1w,noe,rar"	D0+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D1+																																																										0
cm2029	Shrine Crafting				100	16	219			3	"ct1w,noe,set"	D0+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D1+																																																										0
cm2030	Shrine Crafting	1			100	16	219			3	"ct1w,noe,tmp"	D0+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D1+																																																										0
cm2031	Shrine Crafting	1			100	16	219			3	"ct2w,noe,crf"	D0+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D1+																																																										0
cm2032	Shrine Crafting	1			100	16	219			3	"ct2w,noe,rar"	D0+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D1+																																																										0
cm2033	Shrine Crafting				100	16	219			3	"ct2w,noe,set"	D0+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D1+																																																										0
cm2034	Shrine Crafting	1			100	16	219			3	"ct2w,noe,tmp"	D0+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D1+																																																										0
cm2035	Shrine Crafting	1			100	16	219			3	"ct1a,noe,crf"	D1+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D2+																																																										0
cm2036	Shrine Crafting	1			100	16	219			3	"ct1a,noe,rar"	D1+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D2+																																																										0
cm2037	Shrine Crafting				100	16	219			3	"ct1a,noe,set"	D1+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D2+																																																										0
cm2038	Shrine Crafting	1			100	16	219			3	"ct1a,noe,tmp"	D1+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D2+																																																										0
cm2039	Shrine Crafting	1			100	16	219			3	"ct2a,noe,crf"	D1+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D2+																																																										0
cm2040	Shrine Crafting	1			100	16	219			3	"ct2a,noe,rar"	D1+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D2+																																																										0
cm2041	Shrine Crafting				100	16	219			3	"ct2a,noe,set"	D1+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D2+																																																										0
cm2042	Shrine Crafting	1			100	16	219			3	"ct2a,noe,tmp"	D1+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D2+																																																										0
cm2043	Shrine Crafting	1			100	16	219			3	"ct1w,noe,crf"	D1+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D2+																																																										0
cm2044	Shrine Crafting	1			100	16	219			3	"ct1w,noe,rar"	D1+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D2+																																																										0
cm2045	Shrine Crafting				100	16	219			3	"ct1w,noe,set"	D1+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D2+																																																										0
cm2046	Shrine Crafting	1			100	16	219			3	"ct1w,noe,tmp"	D1+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D2+																																																										0
cm2047	Shrine Crafting	1			100	16	219			3	"ct2w,noe,crf"	D1+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D2+																																																										0
cm2048	Shrine Crafting	1			100	16	219			3	"ct2w,noe,rar"	D1+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D2+																																																										0
cm2049	Shrine Crafting				100	16	219			3	"ct2w,noe,set"	D1+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D2+																																																										0
cm2050	Shrine Crafting	1			100	16	219			3	"ct2w,noe,tmp"	D1+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D2+																																																										0
cm2051	Shrine Crafting	1			100	16	219			3	"ct1a,noe,crf"	D2+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D3+																																																										0
cm2052	Shrine Crafting	1			100	16	219			3	"ct1a,noe,rar"	D2+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D3+																																																										0
cm2053	Shrine Crafting				100	16	219			3	"ct1a,noe,set"	D2+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D3+																																																										0
cm2054	Shrine Crafting	1			100	16	219			3	"ct1a,noe,tmp"	D2+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D3+																																																										0
cm2055	Shrine Crafting	1			100	16	219			3	"ct2a,noe,crf"	D2+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D3+																																																										0
cm2056	Shrine Crafting	1			100	16	219			3	"ct2a,noe,rar"	D2+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D3+																																																										0
cm2057	Shrine Crafting				100	16	219			3	"ct2a,noe,set"	D2+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D3+																																																										0
cm2058	Shrine Crafting	1			100	16	219			3	"ct2a,noe,tmp"	D2+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D3+																																																										0
cm2059	Shrine Crafting	1			100	16	219			3	"ct1w,noe,crf"	D2+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D3+																																																										0
cm2060	Shrine Crafting	1			100	16	219			3	"ct1w,noe,rar"	D2+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D3+																																																										0
cm2061	Shrine Crafting				100	16	219			3	"ct1w,noe,set"	D2+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D3+																																																										0
cm2062	Shrine Crafting	1			100	16	219			3	"ct1w,noe,tmp"	D2+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D3+																																																										0
cm2063	Shrine Crafting	1			100	16	219			3	"ct2w,noe,crf"	D2+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D3+																																																										0
cm2064	Shrine Crafting	1			100	16	219			3	"ct2w,noe,rar"	D2+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D3+																																																										0
cm2065	Shrine Crafting				100	16	219			3	"ct2w,noe,set"	D2+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D3+																																																										0
cm2066	Shrine Crafting	1			100	16	219			3	"ct2w,noe,tmp"	D2+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D3+																																																										0
cm2067	Shrine Crafting	1			100	16	219			3	"ct1a,noe,crf"	D3+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D4+																																																										0
cm2068	Shrine Crafting	1			100	16	219			3	"ct1a,noe,rar"	D3+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D4+																																																										0
cm2069	Shrine Crafting				100	16	219			3	"ct1a,noe,set"	D3+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D4+																																																										0
cm2070	Shrine Crafting	1			100	16	219			3	"ct1a,noe,tmp"	D3+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D4+																																																										0
cm2071	Shrine Crafting	1			100	16	219			3	"ct2a,noe,crf"	D3+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D4+																																																										0
cm2072	Shrine Crafting	1			100	16	219			3	"ct2a,noe,rar"	D3+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D4+																																																										0
cm2073	Shrine Crafting				100	16	219			3	"ct2a,noe,set"	D3+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D4+																																																										0
cm2074	Shrine Crafting	1			100	16	219			3	"ct2a,noe,tmp"	D3+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D4+																																																										0
cm2075	Shrine Crafting	1			100	16	219			3	"ct1w,noe,crf"	D3+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D4+																																																										0
cm2076	Shrine Crafting	1			100	16	219			3	"ct1w,noe,rar"	D3+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D4+																																																										0
cm2077	Shrine Crafting				100	16	219			3	"ct1w,noe,set"	D3+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D4+																																																										0
cm2078	Shrine Crafting	1			100	16	219			3	"ct1w,noe,tmp"	D3+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D4+																																																										0
cm2079	Shrine Crafting	1			100	16	219			3	"ct2w,noe,crf"	D3+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D4+																																																										0
cm2080	Shrine Crafting	1			100	16	219			3	"ct2w,noe,rar"	D3+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D4+																																																										0
cm2081	Shrine Crafting				100	16	219			3	"ct2w,noe,set"	D3+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D4+																																																										0
cm2082	Shrine Crafting	1			100	16	219			3	"ct2w,noe,tmp"	D3+	qum					useitem			100	pr469				1	1	pr10	50			6	35	pr217	50			6	15	pr291	25			9	90							D4+																																																										0
cm2083	Shrine Crafting	1			100	16	219			3	"ct1a,noe,crf"	D4+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D5+																																																										0
cm2084	Shrine Crafting	1			100	16	219			3	"ct1a,noe,rar"	D4+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D5+																																																										0
cm2085	Shrine Crafting				100	16	219			3	"ct1a,noe,set"	D4+	qum					useitem			100	pr469				1	1	pr10	50			4	25	pr217	50			4	10	pr291	25			6	60							D5+																																																										0
